x,logf,std::log,ulp_error
4.49419e-07,-14.6153,-14.6153,0.462639
4.50611e-07,-14.6127,-14.6127,0.221122
4.51803e-07,-14.61,-14.61,0.566219
4.52995e-07,-14.6074,-14.6074,0.388673
4.54187e-07,-14.6048,-14.6048,0.394817
4.5538e-07,-14.6021,-14.6021,0.020203
4.56572e-07,-14.5995,-14.5995,0.32892
4.57764e-07,-14.5969,-14.5969,0.380119
4.58956e-07,-14.5943,-14.5943,0.669513
4.60148e-07,-14.5917,-14.5917,0.225214
4.6134e-07,-14.5891,-14.5891,0.712903
4.62532e-07,-14.5865,-14.5865,0.221079
4.63724e-07,-14.584,-14.584,0.249183
4.64916e-07,-14.5814,-14.5814,0.0782432
4.66108e-07,-14.5788,-14.5788,0.0704909
4.673e-07,-14.5763,-14.5763,0.488321
4.68492e-07,-14.5737,-14.5737,0.0452337
4.69685e-07,-14.5712,-14.5712,0.240711
4.70877e-07,-14.5687,-14.5687,0.254532
4.72069e-07,-14.5661,-14.5661,0.0110738
4.73261e-07,-14.5636,-14.5636,0.590007
4.74453e-07,-14.5611,-14.5611,0.515911
4.75645e-07,-14.5586,-14.5586,0.822175
4.76837e-07,-14.5561,-14.5561,0.541941
4.79221e-07,-14.5511,-14.5511,0.353293
4.81606e-07,-14.5461,-14.5461,0.210164
4.8399e-07,-14.5412,-14.5412,0.368897
4.86374e-07,-14.5363,-14.5363,0.0820525
4.88758e-07,-14.5314,-14.5314,0.59849
4.91142e-07,-14.5265,-14.5265,0.163434
4.93526e-07,-14.5217,-14.5217,1.01855
4.95911e-07,-14.5169,-14.5169,0.401995
4.98295e-07,-14.5121,-14.5121,0.548521
5.00679e-07,-14.5073,-14.5073,0.689506
5.03063e-07,-14.5026,-14.5026,0.0530303
5.05447e-07,-14.4978,-14.4978,0.863942
5.07832e-07,-14.4931,-14.4931,0.461284
5.10216e-07,-14.4884,-14.4884,0.171675
5.126e-07,-14.4838,-14.4838,1.29849
5.14984e-07,-14.4791,-14.4791,1.08428
5.17368e-07,-14.4745,-14.4745,0.395248
5.19753e-07,-14.4699,-14.4699,0.438064
5.22137e-07,-14.4653,-14.4653,0.416557
5.24521e-07,-14.4608,-14.4608,0.531766
5.26905e-07,-14.4562,-14.4562,0.982001
5.29289e-07,-14.4517,-14.4517,0.0371172
5.31673e-07,-14.4472,-14.4472,0.667394
5.34058e-07,-14.4428,-14.4428,1.28593
5.36442e-07,-14.4383,-14.4383,1.00634
5.38826e-07,-14.4339,-14.4339,0.0139674
5.4121e-07,-14.4295,-14.4295,0.491715
5.43594e-07,-14.4251,-14.4251,0.379936
5.45979e-07,-14.4207,-14.4207,0.577127
5.48363e-07,-14.4163,-14.4163,0.538689
5.50747e-07,-14.412,-14.412,0.678249
5.53131e-07,-14.4077,-14.4077,1.16706
5.55515e-07,-14.4034,-14.4034,0.174147
5.57899e-07,-14.3991,-14.3991,0.866391
5.60284e-07,-14.3948,-14.3948,1.40852
5.62668e-07,-14.3906,-14.3906,0.0691038
5.65052e-07,-14.3863,-14.3863,0.690913
5.67436e-07,-14.3821,-14.3821,0.855331
5.6982e-07,-14.3779,-14.3779,0.297848
5.72205e-07,-14.3738,-14.3738,0.592344
5.74589e-07,-14.3696,-14.3696,0.577671
5.76973e-07,-14.3655,-14.3655,0.509196
5.79357e-07,-14.3613,-14.3613,0.535814
5.81741e-07,-14.3572,-14.3572,0.80459
5.84126e-07,-14.3532,-14.3531,0.460784
5.8651e-07,-14.3491,-14.3491,0.352123
5.88894e-07,-14.345,-14.345,0.507609
5.91278e-07,-14.341,-14.341,1.18
5.93662e-07,-14.337,-14.337,0.803375
5.96046e-07,-14.3329,-14.3329,0.514404
5.98431e-07,-14.329,-14.329,0.448114
6.00815e-07,-14.325,-14.325,0.737925
6.03199e-07,-14.321,-14.321,0.515669
6.05583e-07,-14.3171,-14.3171,0.91162
6.07967e-07,-14.3131,-14.3131,0.0545154
6.10352e-07,-14.3092,-14.3092,1.07158
6.12736e-07,-14.3053,-14.3053,1.08855
6.1512e-07,-14.3014,-14.3014,1.22971
6.17504e-07,-14.2976,-14.2976,0.617871
6.19888e-07,-14.2937,-14.2937,0.374457
6.22273e-07,-14.2899,-14.2899,0.715264
6.24657e-07,-14.2861,-14.2861,0.471569
6.27041e-07,-14.2823,-14.2823,1.14307
6.29425e-07,-14.2785,-14.2785,0.464746
6.31809e-07,-14.2747,-14.2747,0.930744
6.34193e-07,-14.2709,-14.2709,1.37031
6.36578e-07,-14.2672,-14.2672,0.990188
6.38962e-07,-14.2634,-14.2634,0.901191
6.41346e-07,-14.2597,-14.2597,0.212877
6.4373e-07,-14.256,-14.256,1.03359
6.46114e-07,-14.2523,-14.2523,1.47048
6.48499e-07,-14.2486,-14.2486,0.629493
6.50883e-07,-14.2449,-14.2449,0.615429
6.53267e-07,-14.2413,-14.2413,0.531929
6.55651e-07,-14.2376,-14.2376,0.481502
6.58035e-07,-14.234,-14.234,0.565542
6.60419e-07,-14.2304,-14.2304,0.884343
6.62804e-07,-14.2268,-14.2268,0.537113
6.65188e-07,-14.2232,-14.2232,0.621993
6.67572e-07,-14.2196,-14.2196,0.236071
6.69956e-07,-14.2161,-14.2161,0.475394
6.7234e-07,-14.2125,-14.2125,0.434988
6.74725e-07,-14.209,-14.209,0.20887
6.77109e-07,-14.2054,-14.2054,0.890059
6.79493e-07,-14.2019,-14.2019,0.570597
6.81877e-07,-14.1984,-14.1984,0.428968
6.84261e-07,-14.1949,-14.1949,0.293056
6.86646e-07,-14.1914,-14.1914,0.601081
6.8903e-07,-14.188,-14.188,0.0934665
6.91414e-07,-14.1845,-14.1845,0.204173
6.93798e-07,-14.1811,-14.1811,0.760121
6.96182e-07,-14.1777,-14.1777,0.93336
6.98566e-07,-14.1742,-14.1742,0.808559
7.00951e-07,-14.1708,-14.1708,0.46952
7.03335e-07,-14.1674,-14.1674,0.000806268
7.05719e-07,-14.164,-14.164,0.479686
7.08103e-07,-14.1607,-14.1607,0.992273
7.10487e-07,-14.1573,-14.1573,0.617413
7.12872e-07,-14.154,-14.154,0.434751
7.15256e-07,-14.1506,-14.1506,0.52314
7.1764e-07,-14.1473,-14.1473,0.960642
7.20024e-07,-14.144,-14.144,0.824544
7.22408e-07,-14.1407,-14.1407,0.191364
7.24792e-07,-14.1374,-14.1374,1.13687
7.27177e-07,-14.1341,-14.1341,0.73607
7.29561e-07,-14.1308,-14.1308,0.0632522
7.31945e-07,-14.1276,-14.1276,0.273401
7.34329e-07,-14.1243,-14.1243,1.19505
7.36713e-07,-14.1211,-14.1211,0.225539
7.39098e-07,-14.1178,-14.1178,1.11214
7.41482e-07,-14.1146,-14.1146,0.248693
7.43866e-07,-14.1114,-14.1114,0.383194
7.4625e-07,-14.1082,-14.1082,0.906058
7.48634e-07,-14.105,-14.105,0.566001
7.51019e-07,-14.1018,-14.1018,0.75007
7.53403e-07,-14.0987,-14.0987,0.207716
7.55787e-07,-14.0955,-14.0955,0.322677
7.58171e-07,-14.0924,-14.0924,0.845142
7.60555e-07,-14.0892,-14.0892,1.1556
7.62939e-07,-14.0861,-14.0861,1.08311
7.65324e-07,-14.083,-14.083,0.770583
7.67708e-07,-14.0799,-14.0799,0.281733
7.70092e-07,-14.0768,-14.0768,0.320337
7.72476e-07,-14.0737,-14.0737,1.0269
7.7486e-07,-14.0706,-14.0706,0.385382
7.77245e-07,-14.0675,-14.0675,0.816492
7.79629e-07,-14.0644,-14.0644,0.381038
7.82013e-07,-14.0614,-14.0614,1.13927
7.84397e-07,-14.0584,-14.0584,0.150904
7.86781e-07,-14.0553,-14.0553,0.475087
7.89165e-07,-14.0523,-14.0523,1.17045
7.9155e-07,-14.0493,-14.0493,0.370379
7.93934e-07,-14.0463,-14.0463,0.0934551
7.96318e-07,-14.0433,-14.0433,1.13675
7.98702e-07,-14.0403,-14.0403,0.817683
8.01086e-07,-14.0373,-14.0373,0.304331
8.03471e-07,-14.0343,-14.0343,1.35416
8.05855e-07,-14.0314,-14.0314,1.3194
8.08239e-07,-14.0284,-14.0284,0.0417062
8.10623e-07,-14.0255,-14.0255,0.620338
8.13007e-07,-14.0225,-14.0225,0.0645744
8.15392e-07,-14.0196,-14.0196,0.637813
8.17776e-07,-14.0167,-14.0167,1.09988
8.2016e-07,-14.0138,-14.0138,0.794959
8.22544e-07,-14.0109,-14.0109,0.556121
8.24928e-07,-14.008,-14.008,0.507551
8.27312e-07,-14.0051,-14.0051,0.700098
8.29697e-07,-14.0022,-14.0022,1.18417
8.32081e-07,-13.9993,-13.9993,0.00975586
8.34465e-07,-13.9965,-13.9965,0.226391
8.36849e-07,-13.9936,-13.9936,0.116797
8.39233e-07,-13.9908,-13.9908,1.0289
8.41618e-07,-13.9879,-13.9879,0.711764
8.44002e-07,-13.9851,-13.9851,0.0203181
8.46386e-07,-13.9823,-13.9823,0.880128
8.4877e-07,-13.9795,-13.9795,0.460175
8.51154e-07,-13.9767,-13.9767,0.836531
8.53538e-07,-13.9739,-13.9739,0.845397
8.55923e-07,-13.9711,-13.9711,0.812395
8.58307e-07,-13.9683,-13.9683,0.504099
8.60691e-07,-13.9655,-13.9655,0.243813
8.63075e-07,-13.9628,-13.9628,0.798905
8.65459e-07,-13.96,-13.96,0.490395
8.67844e-07,-13.9573,-13.9573,0.0864447
8.70228e-07,-13.9545,-13.9545,0.905823
8.72612e-07,-13.9518,-13.9518,0.717484
8.74996e-07,-13.949,-13.949,0.837979
8.7738e-07,-13.9463,-13.9463,1.03706
8.79765e-07,-13.9436,-13.9436,0.629077
8.82149e-07,-13.9409,-13.9409,0.452149
8.84533e-07,-13.9382,-13.9382,0.615777
8.86917e-07,-13.9355,-13.9355,1.1612
8.89301e-07,-13.9328,-13.9328,0.129314
8.91685e-07,-13.9302,-13.9302,0.560699
8.9407e-07,-13.9275,-13.9275,0.495603
8.96454e-07,-13.9248,-13.9248,0.973955
8.98838e-07,-13.9222,-13.9222,0.0353636
9.01222e-07,-13.9195,-13.9195,0.719125
9.03606e-07,-13.9169,-13.9169,1.06422
9.05991e-07,-13.9142,-13.9142,0.10933
9.08375e-07,-13.9116,-13.9116,0.89282
9.10759e-07,-13.909,-13.909,0.518206
9.13143e-07,-13.9064,-13.9064,0.826923
9.15527e-07,-13.9038,-13.9038,0.117884
9.17912e-07,-13.9012,-13.9012,1.16752
9.20296e-07,-13.8986,-13.8986,0.272789
9.2268e-07,-13.896,-13.896,1.21091
9.25064e-07,-13.8934,-13.8934,0.276924
9.27448e-07,-13.8908,-13.8908,0.24882
9.29832e-07,-13.8883,-13.8883,0.41976
9.32217e-07,-13.8857,-13.8857,0.568494
9.34601e-07,-13.8831,-13.8831,0.986323
9.36985e-07,-13.8806,-13.8806,0.452769
9.39369e-07,-13.8781,-13.8781,0.257292
9.41753e-07,-13.8755,-13.8755,0.24347
9.44138e-07,-13.873,-13.873,0.509077
9.46522e-07,-13.8705,-13.8705,1.08801
9.48906e-07,-13.868,-13.868,1.01391
9.5129e-07,-13.8654,-13.8654,1.32018
9.53674e-07,-13.8629,-13.8629,0.0399435
9.58443e-07,-13.858,-13.858,0.148704
9.63211e-07,-13.853,-13.853,0.291833
9.67979e-07,-13.8481,-13.8481,0.133101
9.72748e-07,-13.8431,-13.8431,0.419945
9.77516e-07,-13.8383,-13.8383,0.0964928
9.82285e-07,-13.8334,-13.8334,0.338564
9.87053e-07,-13.8285,-13.8285,0.516549
9.91821e-07,-13.8237,-13.8237,0.100003
9.9659e-07,-13.8189,-13.8189,0.0465241
1.00136e-06,-13.8142,-13.8142,0.187509
1.00613e-06,-13.8094,-13.8094,0.448967
1.01089e-06,-13.8047,-13.8047,0.361945
1.01566e-06,-13.8,-13.8,0.040713
1.02043e-06,-13.7953,-13.7953,0.673673
1.0252e-06,-13.7906,-13.7906,0.796492
1.02997e-06,-13.786,-13.786,0.582281
1.03474e-06,-13.7814,-13.7814,0.10675
1.03951e-06,-13.7768,-13.7768,0.0639328
1.04427e-06,-13.7722,-13.7722,0.0854407
1.04904e-06,-13.7676,-13.7676,0.0297693
1.05381e-06,-13.7631,-13.7631,0.480004
1.05858e-06,-13.7586,-13.7586,0.539114
1.06335e-06,-13.7541,-13.7541,0.165397
1.06812e-06,-13.7496,-13.7496,0.783932
1.07288e-06,-13.7452,-13.7452,0.50434
1.07765e-06,-13.7407,-13.7407,0.48803
1.08242e-06,-13.7363,-13.7363,0.010282
1.08719e-06,-13.7319,-13.7319,0.881933
1.09196e-06,-13.7275,-13.7275,0.0751297
1.09673e-06,-13.7232,-13.7232,0.0366923
1.10149e-06,-13.7188,-13.7188,0.176252
1.10626e-06,-13.7145,-13.7145,0.665058
1.11103e-06,-13.7102,-13.7102,0.327851
1.1158e-06,-13.7059,-13.7059,0.364394
1.12057e-06,-13.7017,-13.7017,0.906524
1.12534e-06,-13.6974,-13.6974,0.432893
1.1301e-06,-13.6932,-13.6932,0.188916
1.13487e-06,-13.689,-13.689,0.353334
1.13964e-06,-13.6848,-13.6848,0.204149
1.14441e-06,-13.6806,-13.6806,0.0903469
1.14918e-06,-13.6765,-13.6765,0.0756743
1.15395e-06,-13.6723,-13.6723,0.00719835
1.15871e-06,-13.6682,-13.6682,0.0338169
1.16348e-06,-13.6641,-13.6641,0.302593
1.16825e-06,-13.66,-13.66,0.0412137
1.17302e-06,-13.6559,-13.6559,0.85412
1.17779e-06,-13.6519,-13.6519,0.00561179
1.18256e-06,-13.6478,-13.6478,0.678001
1.18732e-06,-13.6438,-13.6438,0.301377
1.19209e-06,-13.6398,-13.6398,0.0124063
1.19686e-06,-13.6358,-13.6358,0.053883
1.20163e-06,-13.6318,-13.6318,0.235928
1.2064e-06,-13.6279,-13.6279,0.0136723
1.21117e-06,-13.6239,-13.6239,0.409623
1.21593e-06,-13.62,-13.62,0.447482
1.2207e-06,-13.6161,-13.6161,0.569583
1.22547e-06,-13.6122,-13.6122,0.586556
1.23024e-06,-13.6083,-13.6083,0.727709
1.23501e-06,-13.6044,-13.6044,0.115874
1.23978e-06,-13.6006,-13.6006,0.12754
1.24455e-06,-13.5967,-13.5967,0.213267
1.24931e-06,-13.5929,-13.5929,0.0304277
1.25408e-06,-13.5891,-13.5891,0.64107
1.25885e-06,-13.5853,-13.5853,0.0372515
1.26362e-06,-13.5815,-13.5815,0.428747
1.26839e-06,-13.5778,-13.5778,0.86831
1.27316e-06,-13.574,-13.574,0.488191
1.27792e-06,-13.5703,-13.5703,0.399194
1.28269e-06,-13.5665,-13.5665,0.28912
1.28746e-06,-13.5628,-13.5628,0.531595
1.29223e-06,-13.5591,-13.5591,0.968481
1.297e-06,-13.5555,-13.5555,0.127496
1.30177e-06,-13.5518,-13.5518,0.113432
1.30653e-06,-13.5481,-13.5481,0.0299316
1.3113e-06,-13.5445,-13.5445,0.0204952
1.31607e-06,-13.5409,-13.5409,0.0635451
1.32084e-06,-13.5372,-13.5372,0.382346
1.32561e-06,-13.5336,-13.5336,0.0351159
1.33038e-06,-13.53,-13.53,0.119996
1.33514e-06,-13.5265,-13.5265,0.265926
1.33991e-06,-13.5229,-13.5229,0.026603
1.34468e-06,-13.5194,-13.5194,0.0670087
1.34945e-06,-13.5158,-13.5158,0.293127
1.35422e-06,-13.5123,-13.5123,0.388062
1.35899e-06,-13.5088,-13.5088,0.0685997
1.36375e-06,-13.5053,-13.5053,0.0730287
1.36852e-06,-13.5018,-13.5018,0.208941
1.37329e-06,-13.4983,-13.4983,0.0990837
1.37806e-06,-13.4948,-13.4948,0.408531
1.38283e-06,-13.4914,-13.4914,0.297824
1.3876e-06,-13.4879,-13.4879,0.258123
1.39236e-06,-13.4845,-13.4845,0.431363
1.39713e-06,-13.4811,-13.4811,0.306561
1.4019e-06,-13.4777,-13.4777,0.0324769
1.40667e-06,-13.4743,-13.4743,0.502803
1.41144e-06,-13.4709,-13.4709,0.0223112
1.41621e-06,-13.4675,-13.4675,0.490276
1.42097e-06,-13.4642,-13.4642,0.115415
1.42574e-06,-13.4608,-13.4608,0.0672458
1.43051e-06,-13.4575,-13.4575,0.0211431
1.43528e-06,-13.4542,-13.4542,0.458645
1.44005e-06,-13.4508,-13.4508,0.322546
1.44482e-06,-13.4475,-13.4475,0.310633
1.44958e-06,-13.4442,-13.4442,0.63487
1.45435e-06,-13.4409,-13.4409,0.234072
1.45912e-06,-13.4377,-13.4377,0.438745
1.46389e-06,-13.4344,-13.4344,0.228596
1.46866e-06,-13.4312,-13.4312,0.693055
1.47343e-06,-13.4279,-13.4279,0.276458
1.4782e-06,-13.4247,-13.4247,0.610142
1.48296e-06,-13.4215,-13.4215,0.253305
1.48773e-06,-13.4183,-13.4183,0.118803
1.4925e-06,-13.4151,-13.4151,0.404061
1.49727e-06,-13.4119,-13.4119,0.0640038
1.50204e-06,-13.4087,-13.4087,0.248073
1.50681e-06,-13.4055,-13.4055,0.294281
1.51157e-06,-13.4024,-13.4024,0.17932
1.51634e-06,-13.3992,-13.3992,0.343144
1.52111e-06,-13.3961,-13.3961,0.653601
1.52588e-06,-13.3929,-13.3929,0.581108
1.53065e-06,-13.3898,-13.3898,0.268586
1.53542e-06,-13.3867,-13.3867,0.220264
1.54018e-06,-13.3836,-13.3836,0.822335
1.54495e-06,-13.3805,-13.3805,0.5249
1.54972e-06,-13.3774,-13.3774,0.116615
1.55449e-06,-13.3744,-13.3744,0.314495
1.55926e-06,-13.3713,-13.3713,0.120959
1.56403e-06,-13.3682,-13.3682,0.637277
1.56879e-06,-13.3652,-13.3652,0.351093
1.57356e-06,-13.3622,-13.3622,0.0269099
1.57833e-06,-13.3591,-13.3591,0.668451
1.5831e-06,-13.3561,-13.3561,0.131619
1.58787e-06,-13.3531,-13.3531,0.595452
1.59264e-06,-13.3501,-13.3501,0.634754
1.5974e-06,-13.3471,-13.3471,0.315686
1.60217e-06,-13.3441,-13.3441,0.197666
1.60694e-06,-13.3412,-13.3412,0.852167
1.61171e-06,-13.3382,-13.3382,0.817403
1.61648e-06,-13.3353,-13.3353,0.543703
1.62125e-06,-13.3323,-13.3323,0.118341
1.62601e-06,-13.3294,-13.3294,0.437423
1.63078e-06,-13.3265,-13.3265,0.135816
1.63555e-06,-13.3235,-13.3235,0.597887
1.64032e-06,-13.3206,-13.3206,0.292962
1.64509e-06,-13.3177,-13.3177,0.0541238
1.64986e-06,-13.3148,-13.3148,0.00555364
1.65462e-06,-13.3119,-13.3119,0.198101
1.65939e-06,-13.3091,-13.3091,0.682177
1.66416e-06,-13.3062,-13.3062,0.492241
1.66893e-06,-13.3033,-13.3033,0.275606
1.6737e-06,-13.3005,-13.3005,0.618794
1.67847e-06,-13.2976,-13.2976,0.5269
1.68324e-06,-13.2948,-13.2948,0.209766
1.688e-06,-13.292,-13.292,0.522315
1.69277e-06,-13.2891,-13.2891,0.37813
1.69754e-06,-13.2863,-13.2863,0.041822
1.70231e-06,-13.2835,-13.2835,0.334534
1.70708e-06,-13.2807,-13.2807,0.3434
1.71185e-06,-13.2779,-13.2779,0.310398
1.71661e-06,-13.2752,-13.2752,0.00210212
1.72138e-06,-13.2724,-13.2724,0.258184
1.72615e-06,-13.2696,-13.2696,0.296908
1.73092e-06,-13.2669,-13.2669,0.011602
1.73569e-06,-13.2641,-13.2641,0.415552
1.74046e-06,-13.2614,-13.2614,0.403825
1.74522e-06,-13.2586,-13.2586,0.215487
1.74999e-06,-13.2559,-13.2559,0.335982
1.75476e-06,-13.2532,-13.2532,0.535058
1.75953e-06,-13.2505,-13.2505,0.12708
1.7643e-06,-13.2478,-13.2478,0.0498483
1.76907e-06,-13.2451,-13.2451,0.11378
1.77383e-06,-13.2424,-13.2424,0.659201
1.7786e-06,-13.2397,-13.2397,0.372684
1.78337e-06,-13.237,-13.237,0.0587016
1.78814e-06,-13.2343,-13.2343,0.00639403
1.79291e-06,-13.2317,-13.2317,0.471958
1.79768e-06,-13.229,-13.229,0.466634
1.80244e-06,-13.2264,-13.2264,0.217128
1.80721e-06,-13.2237,-13.2237,0.562224
1.81198e-06,-13.2211,-13.2211,0.392667
1.81675e-06,-13.2185,-13.2185,0.390823
1.82152e-06,-13.2158,-13.2158,0.0162087
1.82629e-06,-13.2132,-13.2132,0.324925
1.83105e-06,-13.2106,-13.2106,0.384113
1.83582e-06,-13.208,-13.208,0.665518
1.84059e-06,-13.2054,-13.2054,0.229209
1.84536e-06,-13.2028,-13.2028,0.708909
1.85013e-06,-13.2003,-13.2003,0.225073
1.8549e-06,-13.1977,-13.1977,0.253178
1.85966e-06,-13.1951,-13.1951,0.0822376
1.86443e-06,-13.1926,-13.1926,0.0664965
1.8692e-06,-13.19,-13.19,0.484326
1.87397e-06,-13.1875,-13.1875,0.0492281
1.87874e-06,-13.1849,-13.1849,0.244706
1.88351e-06,-13.1824,-13.1824,0.258527
1.88828e-06,-13.1798,-13.1798,0.00707941
1.89304e-06,-13.1773,-13.1773,0.586013
1.89781e-06,-13.1748,-13.1748,0.511916
1.90258e-06,-13.1723,-13.1723,0.818181
1.90735e-06,-13.1698,-13.1698,0.462054
1.91689e-06,-13.1648,-13.1648,0.650701
1.92642e-06,-13.1598,-13.1598,0.79383
1.93596e-06,-13.1549,-13.1549,0.635098
1.9455e-06,-13.15,-13.15,0.921942
1.95503e-06,-13.1451,-13.1451,0.405504
1.96457e-06,-13.1402,-13.1402,0.840561
1.97411e-06,-13.1354,-13.1354,0.0145514
1.98364e-06,-13.1306,-13.1306,0.602
1.99318e-06,-13.1258,-13.1258,0.455473
2.00272e-06,-13.121,-13.121,0.314489
2.01225e-06,-13.1163,-13.1163,0.950964
2.02179e-06,-13.1115,-13.1115,0.140052
2.03133e-06,-13.1068,-13.1068,0.54271
2.04086e-06,-13.1021,-13.1021,1.17567
2.0504e-06,-13.0975,-13.0975,0.294494
2.05994e-06,-13.0928,-13.0928,0.0802833
2.06947e-06,-13.0882,-13.0882,0.608747
2.07901e-06,-13.0836,-13.0836,0.56593
2.08855e-06,-13.079,-13.079,0.587438
2.09808e-06,-13.0745,-13.0745,0.472228
2.10762e-06,-13.07,-13.07,0.0219929
2.11716e-06,-13.0654,-13.0654,1.04111
2.12669e-06,-13.0609,-13.0609,0.3366
2.13623e-06,-13.0565,-13.0565,0.281935
2.14577e-06,-13.052,-13.052,0.00234275
2.1553e-06,-13.0476,-13.0476,0.990027
2.16484e-06,-13.0432,-13.0432,0.512279
2.17438e-06,-13.0388,-13.0388,1.38393
2.18391e-06,-13.0344,-13.0344,0.426868
2.19345e-06,-13.03,-13.03,0.465305
2.20299e-06,-13.0257,-13.0257,0.325745
2.21252e-06,-13.0214,-13.0214,0.163061
2.22206e-06,-13.0171,-13.0171,0.829848
2.2316e-06,-13.0128,-13.0128,0.137603
2.24113e-06,-13.0085,-13.0085,0.404527
2.25067e-06,-13.0043,-13.0043,0.934891
2.26021e-06,-13.0001,-13.0001,0.313081
2.26974e-06,-12.9958,-12.9958,0.148663
2.27928e-06,-12.9916,-12.9917,0.706146
2.28882e-06,-12.9875,-12.9875,0.41165
2.29836e-06,-12.9833,-12.9833,0.426323
2.30789e-06,-12.9792,-12.9792,0.494799
2.31743e-06,-12.9751,-12.9751,0.46818
2.32697e-06,-12.9709,-12.9709,0.199404
2.3365e-06,-12.9669,-12.9669,0.543211
2.34604e-06,-12.9628,-12.9628,1.35612
2.35558e-06,-12.9587,-12.9587,0.496385
2.36511e-06,-12.9547,-12.9547,0.176004
2.37465e-06,-12.9507,-12.9507,0.20062
2.38419e-06,-12.9467,-12.9467,0.489591
2.39372e-06,-12.9427,-12.9427,0.55588
2.40326e-06,-12.9387,-12.9387,0.266069
2.4128e-06,-12.9347,-12.9347,0.488325
2.42233e-06,-12.9308,-12.9308,0.092374
2.43187e-06,-12.9268,-12.9269,0.949479
2.44141e-06,-12.9229,-12.9229,0.0675859
2.45094e-06,-12.919,-12.919,0.0845586
2.46048e-06,-12.9152,-12.9152,0.225712
2.47002e-06,-12.9113,-12.9113,0.386124
2.47955e-06,-12.9074,-12.9074,0.629537
2.48909e-06,-12.9036,-12.9036,0.288731
2.49863e-06,-12.8998,-12.8998,0.532425
2.50816e-06,-12.896,-12.896,0.139073
2.5177e-06,-12.8922,-12.8922,0.539249
2.52724e-06,-12.8884,-12.8884,0.07325
2.53677e-06,-12.8846,-12.8846,0.366313
2.54631e-06,-12.8809,-12.8809,0.0138059
2.55585e-06,-12.8771,-12.8771,0.102804
2.56538e-06,-12.8734,-12.8734,0.791117
2.57492e-06,-12.8697,-12.8697,0.029598
2.58446e-06,-12.866,-12.866,0.466484
2.59399e-06,-12.8623,-12.8623,0.374501
2.60353e-06,-12.8586,-12.8586,0.388565
2.61307e-06,-12.855,-12.855,0.472066
2.6226e-06,-12.8513,-12.8513,0.522492
2.63214e-06,-12.8477,-12.8477,0.438452
2.64168e-06,-12.8441,-12.8441,0.119651
2.65121e-06,-12.8405,-12.8405,0.466881
2.66075e-06,-12.8369,-12.8369,0.382001
2.67029e-06,-12.8333,-12.8333,0.767923
2.67982e-06,-12.8298,-12.8298,0.5286
2.68936e-06,-12.8262,-12.8262,0.569006
2.6989e-06,-12.8227,-12.8227,0.795125
2.70843e-06,-12.8191,-12.8191,0.113935
2.71797e-06,-12.8156,-12.8156,0.433398
2.72751e-06,-12.8121,-12.8121,0.575026
2.73705e-06,-12.8086,-12.8086,0.710939
2.74658e-06,-12.8052,-12.8052,0.402913
2.75612e-06,-12.8017,-12.8017,0.910528
2.76566e-06,-12.7982,-12.7982,0.799821
2.77519e-06,-12.7948,-12.7948,0.243874
2.78473e-06,-12.7914,-12.7914,0.0706346
2.79427e-06,-12.7879,-12.7879,0.195436
2.8038e-06,-12.7845,-12.7845,0.534474
2.81334e-06,-12.7811,-12.7811,1.0048
2.82288e-06,-12.7778,-12.7778,0.524308
2.83241e-06,-12.7744,-12.7744,0.011721
2.84195e-06,-12.771,-12.771,0.386582
2.85149e-06,-12.7677,-12.7677,0.569243
2.86102e-06,-12.7643,-12.7643,0.480854
2.87056e-06,-12.761,-12.761,0.0433521
2.8801e-06,-12.7577,-12.7577,0.179451
2.88963e-06,-12.7544,-12.7544,0.81263
2.89917e-06,-12.7511,-12.7511,0.132873
2.90871e-06,-12.7478,-12.7478,0.267925
2.91824e-06,-12.7445,-12.7445,0.940742
2.92778e-06,-12.7413,-12.7413,0.730593
2.93732e-06,-12.738,-12.738,0.191058
2.94685e-06,-12.7348,-12.7348,0.778455
2.95639e-06,-12.7315,-12.7315,0.108144
2.96593e-06,-12.7283,-12.7283,0.755302
2.97546e-06,-12.7251,-12.7251,0.6208
2.985e-06,-12.7219,-12.7219,0.0979367
2.99454e-06,-12.7187,-12.7187,0.437993
3.00407e-06,-12.7155,-12.7155,0.253924
3.01361e-06,-12.7124,-12.7124,0.796278
3.02315e-06,-12.7092,-12.7092,0.681317
3.03268e-06,-12.7061,-12.7061,0.158853
3.04222e-06,-12.7029,-12.7029,0.151603
3.05176e-06,-12.6998,-12.6998,0.0791113
3.06129e-06,-12.6967,-12.6967,0.233411
3.07083e-06,-12.6936,-12.6936,0.722262
3.08037e-06,-12.6905,-12.6905,1.32433
3.0899e-06,-12.6874,-12.6874,0.0229027
3.09944e-06,-12.6843,-12.6843,0.618613
3.10898e-06,-12.6812,-12.6812,0.187503
3.11851e-06,-12.6782,-12.6782,0.622957
3.12805e-06,-12.6751,-12.6751,0.13528
3.13759e-06,-12.6721,-12.6721,0.853091
3.14713e-06,-12.669,-12.669,0.528907
3.15666e-06,-12.666,-12.666,0.166453
3.1662e-06,-12.663,-12.663,0.633616
3.17574e-06,-12.66,-12.66,1.09745
3.18527e-06,-12.657,-12.657,0.132757
3.19481e-06,-12.654,-12.654,0.186311
3.20435e-06,-12.651,-12.651,0.699663
3.21388e-06,-12.648,-12.648,0.35017
